Year,Category,Nominee,Additional Info,Won?
1982,Art Direction,Gandhi,"Art Direction: Stuart Craig, Bob Laing; Set Decoration: Michael Seirton",YES
1982,Art Direction,La Traviata,Art Direction: Franco Zeffirelli; Set Decoration: Gianni Quaranta,NO
1982,Art Direction,Victor/Victoria,"Art Direction: Rodger Maus, Tim Hutchinson, William Craig Smith; Set Decoration: Harry Cordwell",NO
1982,Cinematography,Das Boot,Jost Vacano,NO
1982,Cinematography,E.T. The Extra-Terrestrial,Allen Daviau,NO
1982,Cinematography,Gandhi,"Billy Williams, Ronnie Taylor",YES
1982,Cinematography,Sophie's Choice,Nestor Almendros,NO
1982,Cinematography,Tootsie,Owen Roizman,NO
1982,Costume Design,Gandhi,"John Mollo, Bhanu Athaiya",YES
1982,Costume Design,La Traviata,Piero Tosi,NO
1982,Costume Design,Sophie's Choice,Albert Wolsky,NO
1982,Costume Design,Tron,"Elois Jenssen, Rosanna Norton",NO
1982,Costume Design,Victor/Victoria,Patricia Norris,NO
1982,Directing,Das Boot,Wolfgang Petersen,NO
1982,Directing,E.T. The Extra-Terrestrial,Steven Spielberg,NO
1982,Directing,Gandhi,Richard Attenborough,YES
1982,Directing,Tootsie,Sydney Pollack,NO
1982,Directing,The Verdict,Sidney Lumet,NO
1982,Documentary (Feature),After the Axe,"Sturla Gunnarsson and Steve Lucas, Producers",NO
1982,Documentary (Feature),Ben's Mill,"John Karol and Michel Chalufour, Producers",NO
1982,Documentary (Feature),In Our Water,"Meg Switzgable, Producer",NO
1982,Documentary (Feature),Just Another Missing Kid,"John Zaritsky, Producer",YES
1982,Documentary (Feature),A Portrait of Giselle,"Joseph Wishy, Producer",NO
1982,Documentary (Short Subject),Gods of Metal,"Robert Richter, Producer",NO
1982,Documentary (Short Subject),If You Love This Planet,"Edward Le Lorrain and Terri Nash, Producers",YES
1982,Documentary (Short Subject),The Klan: A Legacy of Hate in America,"Charles Guggenheim and Werner Schumann, Producers",NO
1982,Documentary (Short Subject),To Live or Let Die,"Freida Lee Mock, Producer",NO
1982,Documentary (Short Subject),Traveling Hopefully,"John G. Avildsen, Producer",NO
1982,Film Editing,Das Boot,Hannes Nikel,NO
1982,Film Editing,E.T. The Extra-Terrestrial,Carol Littleton,NO
1982,Film Editing,Gandhi,John Bloom,YES
1982,Film Editing,An Officer and a Gentleman,Peter Zinner,NO
1982,Film Editing,Tootsie,"Fredric Steinkamp, William Steinkamp",NO
1982,Foreign Language Film,Alsino and the Condor,Nicaragua,NO
1982,Foreign Language Film,Coup de Torchon ('Clean Slate'),France,NO
1982,Foreign Language Film,The Flight of the Eagle,Sweden,NO
1982,Foreign Language Film,Private Life,Union of Soviet Socialist Republics,NO
1982,Foreign Language Film,Volver a Empezar ('To Begin Again'),Spain,YES
1982,Makeup,Gandhi,Tom Smith,NO
1982,Makeup,Quest for Fire,"Sarah Monzani, Michle Burke",YES
1982,Music (Scoring),E.T. The Extra-Terrestrial,John Williams,YES
1982,Music (Scoring),Gandhi,"Ravi Shankar, George Fenton",NO
1982,Music (Scoring),An Officer and a Gentleman,Jack Nitzsche,NO
1982,Music (Scoring),Poltergeist,Jerry Goldsmith,NO
1982,Music (Scoring),Sophie's Choice,Marvin Hamlisch,NO
1982,Music (Scoring),Annie,Adaptation Score by Ralph Burns,NO
1982,Music (Scoring),One from the Heart,Song Score by Tom Waits,NO
1982,Music (Scoring),Victor/Victoria,Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,YES
1982,Music (Song),Rocky III,Music and Lyric by Jim Peterik and Frankie Sullivan III,NO
1982,Music (Song),Best Friends,Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,NO
1982,Music (Song),"Yes, Giorgio",Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,NO
1982,Music (Song),Tootsie,Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman,NO
1982,Music (Song),An Officer and a Gentleman,Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,YES
1982,Best Picture,E.T. The Extra-Terrestrial,"Steven Spielberg and Kathleen Kennedy, Producers",NO
1982,Best Picture,Gandhi,"Richard Attenborough, Producer",YES
1982,Best Picture,Missing,"Edward Lewis and Mildred Lewis, Producers",NO
1982,Best Picture,Tootsie,"Sydney Pollack and Dick Richards, Producers",NO
1982,Best Picture,The Verdict,"Richard D. Zanuck and David Brown, Producers",NO
1982,Short Film (Animated),The Great Cognito,"Will Vinton, Producer",NO
1982,Short Film (Animated),The Snowman,"John Coates, Producer",NO
1982,Short Film (Animated),Tango,"Zbigniew Rybczynski, Producer",YES
1982,Short Film (Live Action),Ballet Robotique,"Bob Rogers, Producer",NO
1982,Short Film (Live Action),A Shocking Accident,"Christine Oestreicher, Producer",YES
1982,Short Film (Live Action),The Silence,"Michael Toshiyuki Uno and Joseph Benson, Producers",NO
1982,Short Film (Live Action),Split Cherry Tree,"Jan Saunders, Producer",NO
1982,Short Film (Live Action),Sredni Vashtar,"Andrew Birkin, Producer",NO
1982,Sound,Das Boot,"Milan Bor, Trevor Pyke, Mike Le-Mare",NO
1982,Sound,E.T. The Extra-Terrestrial,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",YES
1982,Sound,Gandhi,"Gerry Humphreys, Robin O'Donoghue, Jonathan Bates, Simon Kaye",NO
1982,Sound,Tootsie,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Les Lazarowitz",NO
1982,Sound,Tron,"Michael Minkler, Bob Minkler, Lee Minkler, Jim La Rue",NO
1982,Sound Editing,Das Boot,Mike Le-Mare,NO
1982,Sound Editing,E.T. The Extra-Terrestrial,"Charles L. Campbell, Ben Burtt",YES
1982,Sound Editing,Poltergeist,"Stephen Hunter Flick, Richard L. Anderson",NO
1982,Visual Effects,Blade Runner,"Douglas Trumbull, Richard Yuricich, David Dryer",NO
1982,Visual Effects,E.T. The Extra-Terrestrial,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",YES
1982,Visual Effects,Poltergeist,"Richard Edlund, Michael Wood, Bruce Nicholson",NO
1982,Writing,Das Boot,Wolfgang Petersen,NO
1982,Writing,Missing,"Costa-Gavras, Donald Stewart",YES
1982,Writing,Sophie's Choice,Alan J. Pakula,NO
1982,Writing,The Verdict,David Mamet,NO
1982,Writing,Victor/Victoria,Blake Edwards,NO
1982,Writing,Diner,Barry Levinson,NO
1982,Writing,E.T. The Extra-Terrestrial,Melissa Mathison,NO
1982,Writing,Gandhi,John Briley,YES
1982,Writing,An Officer and a Gentleman,Douglas Day Stewart,NO
1982,Writing,Tootsie,"Screenplay by Larry Gelbart, Murray Schisgal; Story by Don McGuire, Larry Gelbart",NO
1982,Honorary Award,"To Mickey Rooney, in recognition of his 60 years of versatility in a variety of memorable film performances.",,YES
1982,Jean Hersholt Humanitarian Award,Walter Mirisch,,YES
1982,Scientific and Technical (Academy Award of Merit),"To AUGUST ARNOLD and ERICH KAESTNER of Arnold & Richter, GmbH, for the concept and engineering of the first operational 35mm, hand-held, spinning-mirror reflex, motion picture camera. [Camera]",,YES
1982,Scientific and Technical (Scientific and Engineering Award),"To COLIN F. MOSSMAN and THE RESEARCH AND DEVELOPMENT GROUP OF RANK FILM LABORATORIES, LONDON, for the engineering and implementation of a 4,000 meter printing system for motion picture laboratories. [Laboratory]",,YES
1982,Scientific and Technical (Scientific and Engineering Award),"To SANTE ZELLI and SALVATORE ZELLI of Elemack Italia S.r.l., Rome, Italy, for the continuing engineering, design and development that has resulted in the Elemack Camera Dolly System for motion picture production. [Camera Cranes]",,YES
1982,Scientific and Technical (Scientific and Engineering Award),"To LEONARD CHAPMAN for the engineering design, development and manufacture of the PeeWee Camera Dolly for motion picture production. [Camera Cranes]",,YES
1982,Scientific and Technical (Scientific and Engineering Award),To DR. MOHAMMAD S. NOZARI of Minnesota Mining and Manufacturing Company for the research and development of the 3M Photogard protective coating for motion picture film. [Laboratory],,YES
1982,Scientific and Technical (Scientific and Engineering Award),"To BRIANNE MURPHY and DONALD SCHISLER of Mitchell Insert Systems, Incorporated, for the concept, design and manufacture of the MISI Camera Insert Car and Process Trailer. [Stage Operations]",,YES
1982,Scientific and Technical (Scientific and Engineering Award),To JACOBUS L. DIMMERS for the engineering and manufacture of the Teccon Enterprises' magnetic transducer for motion picture sound recording and playback. [Sound],,YES
1982,Scientific and Technical (Technical Achievement Award),"To RICHARD W. DEATS for the design and manufacture of the Little Big Crane"" for motion picture production. [Camera Cranes]""",,YES
1982,Scientific and Technical (Technical Achievement Award),"To CONSTANT TRESFON and ADRIAAN DE ROOY of Egripment, and to ED PHILLIPS and CARLOS DE MATTOS of Matthews Studio Equipment, Incorporated, for the design and manufacture of the Tulip Crane"" for motion picture production. [Camera Cranes]""",,YES
1982,Scientific and Technical (Technical Achievement Award),To BRAN FERREN of Associates and Ferren for the design and development of a computerized lightning effect system for motion picture photography. [Stage Operations],,YES
1982,Scientific and Technical (Technical Achievement Award),"To CHRISTIE ELECTRIC CORPORATION and LAVEZZI MACHINE WORKS, INCORPORATED, for the design and manufacture of the Ultramittent film transport for Christie motion picture projectors. [Projection]",,YES
1982,Scientific and Technical (Gordon E. Sawyer Award),John O. Aalberg,,YES
1981,Actor -- Leading Role,Warren Beatty,Reds {'John 'Jack' Reed'},NO
1981,Actor -- Leading Role,Henry Fonda,"On Golden Pond {'Norman Thayer, Jr.'}",YES
1981,Actor -- Leading Role,Burt Lancaster,Atlantic City {'Lou'},NO
1981,Actor -- Leading Role,Dudley Moore,Arthur {'Arthur Bach'},NO
1981,Actor -- Leading Role,Paul Newman,Absence of Malice {'Michael Gallagher'},NO
1981,Actor -- Supporting Role,James Coco,Only When I Laugh {'Jimmy Perry'},NO
1981,Actor -- Supporting Role,John Gielgud,Arthur {'Hobson'},YES
1981,Actor -- Supporting Role,Ian Holm,Chariots of Fire {'Sam Mussabini'},NO
1981,Actor -- Supporting Role,Jack Nicholson,Reds {'Eugene O'Neill'},NO
1981,Actor -- Supporting Role,"Howard E. Rollins, Jr.","Ragtime {'Coalhouse Walker, Jr.'}",NO
1981,Actress -- Leading Role,Katharine Hepburn,On Golden Pond {'Ethel Thayer'},YES
1981,Actress -- Leading Role,Diane Keaton,Reds {'Louise Bryant'},NO
1981,Actress -- Leading Role,Marsha Mason,Only When I Laugh {'Georgia'},NO
1981,Actress -- Leading Role,Susan Sarandon,Atlantic City {'Sally'},NO
1981,Actress -- Leading Role,Meryl Streep,The French Lieutenant's Woman {'Sara Woodruff/Anna'},NO
1981,Actress -- Supporting Role,Melinda Dillon,Absence of Malice {'Teresa'},NO
1981,Actress -- Supporting Role,Jane Fonda,On Golden Pond {'Chelsea Thayer Wayne'},NO
1981,Actress -- Supporting Role,Joan Hackett,Only When I Laugh {'Toby Landau'},NO
1981,Actress -- Supporting Role,Elizabeth McGovern,Ragtime {'Evelyn Nesbit'},NO
1981,Actress -- Supporting Role,Maureen Stapleton,Reds {'Emma Goldman'},YES
1981,Art Direction,The French Lieutenant's Woman,Art Direction: Assheton Gorton; Set Decoration: Ann Mollo,NO
1981,Art Direction,Heaven's Gate,Art Direction: Tambi Larsen; Set Decoration: Jim Berkey,NO
1981,Art Direction,Ragtime,"Art Direction: John Graysmark, Patrizia Von Brandenstein, Anthony Reading; Set Decoration: George de Titta, Sr., George de Titta, Jr., Peter Howitt",NO
1981,Art Direction,Raiders of the Lost Ark,"Art Direction: Norman Reynolds, Leslie Dilley; Set Decoration: Michael Ford",YES
1981,Art Direction,Reds,Art Direction: Richard Sylbert; Set Decoration: Michael Seirton,NO
1981,Cinematography,Excalibur,Alex Thomson,NO
1981,Cinematography,On Golden Pond,Billy Williams,NO
1981,Cinematography,Ragtime,Miroslav Ondricek,NO
1981,Cinematography,Raiders of the Lost Ark,Douglas Slocombe,NO
1981,Cinematography,Reds,Vittorio Storaro,YES
1981,Costume Design,Chariots of Fire,Milena Canonero,YES
1981,Costume Design,The French Lieutenant's Woman,Tom Rand,NO
1981,Costume Design,Pennies from Heaven,Bob Mackie,NO
1981,Costume Design,Ragtime,Anna Hill Johnstone,NO
1981,Costume Design,Reds,Shirley Russell,NO
1981,Directing,Atlantic City,Louis Malle,NO
1981,Directing,Chariots of Fire,Hugh Hudson,NO
1981,Directing,On Golden Pond,Mark Rydell,NO
1981,Directing,Raiders of the Lost Ark,Steven Spielberg,NO
1981,Directing,Reds,Warren Beatty,YES
1981,Documentary (Feature),Against Wind and Tide: A Cuban Odyssey,"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers",NO
1981,Documentary (Feature),Brooklyn Bridge,"Ken Burns, Producer",NO
1981,Documentary (Feature),Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers",NO
1981,Documentary (Feature),El Salvador: Another Vietnam,"Glenn Silber and Tete Vasconcellos, Producers",NO
1981,Documentary (Feature),Genocide,"Arnold Schwartzman and Rabbi Marvin Hier, Producers",YES
1981,Documentary (Short Subject),Americas in Transition,"Obie Benz, Producer",NO
1981,Documentary (Short Subject),Close Harmony,"Nigel Noble, Producer",YES
1981,Documentary (Short Subject),Journey for Survival,"Dick Young, Producer",NO
1981,Documentary (Short Subject),See What I Say,"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers",NO
1981,Documentary (Short Subject),Urge to Build,"Roland Hall and John Hoover, Producers",NO
1981,Film Editing,Chariots of Fire,Terry Rawlings,NO
1981,Film Editing,The French Lieutenant's Woman,John Bloom,NO
1981,Film Editing,On Golden Pond,Robert L. Wolfe,NO
1981,Film Editing,Raiders of the Lost Ark,Michael Kahn,YES
1981,Film Editing,Reds,"Dede Allen, Craig McKay",NO
1981,Foreign Language Film,The Boat Is Full,Switzerland,NO
1981,Foreign Language Film,Man of Iron,Poland,NO
1981,Foreign Language Film,Mephisto,Hungary,YES
1981,Foreign Language Film,Muddy River,Japan,NO
1981,Foreign Language Film,Three Brothers,Italy,NO
1981,Makeup,An American Werewolf in London,Rick Baker,YES
1981,Makeup,Heartbeeps,Stan Winston,NO
1981,Music (Scoring),Chariots of Fire,Vangelis,YES
1981,Music (Scoring),Dragonslayer,Alex North,NO
1981,Music (Scoring),On Golden Pond,Dave Grusin,NO
1981,Music (Scoring),Ragtime,Randy Newman,NO
1981,Music (Scoring),Raiders of the Lost Ark,John Williams,NO
1981,Music (Song),Arthur,"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",YES
1981,Music (Song),Endless Love,Music and Lyric by Lionel Richie,NO
1981,Music (Song),The Great Muppet Caper,Music and Lyric by Joe Raposo,NO
1981,Music (Song),For Your Eyes Only,Music by Bill Conti; Lyric by Mick Leeson,NO
1981,Music (Song),Ragtime,Music and Lyric by Randy Newman,NO
1981,Best Picture,Atlantic City,"Denis Heroux and John Kemeny, Producers",NO
1981,Best Picture,Chariots of Fire,"David Puttnam, Producer",YES
1981,Best Picture,On Golden Pond,"Bruce Gilbert, Producer",NO
1981,Best Picture,Raiders of the Lost Ark,"Frank Marshall, Producer",NO
1981,Best Picture,Reds,"Warren Beatty, Producer",NO
1981,Short Film (Animated),Crac,"Frdric Back, Producer",YES
1981,Short Film (Animated),The Creation,"Will Vinton, Producer",NO
1981,Short Film (Animated),The Tender Tale of Cinderella Penguin,"Janet Perlman, Producer",NO
1981,Short Film (Live Action),Couples and Robbers,"Christine Oestreicher, Producer",NO
1981,Short Film (Live Action),First Winter,"John N. Smith, Producer",NO
1981,Short Film (Live Action),Violet,"Paul Kemp and Shelley Levinson, Producers",YES
1981,Sound,On Golden Pond,"Richard Portman, David Ronne",NO
1981,Sound,Outland,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory",NO
1981,Sound,Pennies from Heaven,"Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton",NO
1981,Sound,Raiders of the Lost Ark,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",YES
1981,Sound,Reds,"Dick Vorisek, Tom Fleischman, Simon Kaye",NO
1981,Sound Editing,Raiders of the Lost Ark,"Ben Burtt, Richard L. Anderson",YES
1981,Visual Effects,Dragonslayer,"Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson",NO
1981,Visual Effects,Raiders of the Lost Ark,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",YES
1981,Writing,The French Lieutenant's Woman,Harold Pinter,NO
1981,Writing,On Golden Pond,Ernest Thompson,YES
1981,Writing,Pennies from Heaven,Dennis Potter,NO
1981,Writing,Prince of the City,"Jay Presson Allen, Sidney Lumet",NO
1981,Writing,Ragtime,Michael Weller,NO
1981,Writing,Absence of Malice,Kurt Luedtke,NO
1981,Writing,Arthur,Steve Gordon,NO
1981,Writing,Atlantic City,John Guare,NO
1981,Writing,Chariots of Fire,Colin Welland,YES
1981,Writing,Reds,"Warren Beatty, Trevor Griffiths",NO
1981,Special Achievement Award,Raiders of the Lost Ark,"Ben Burtt, Richard L. Anderson",YES
1981,Honorary Award,To Barbara Stanwyck for superlative creativity and unique contribution to the art of screen acting.,,YES
1981,Jean Hersholt Humanitarian Award,Danny Kaye,,YES
1981,Irving G. Thalberg Memorial Award,Albert R. Broccoli,,YES
1981,Scientific and Technical (Academy Award of Merit),"To FUJI PHOTO FILM COMPANY, LTD. for the research, development and introduction of a new Ultra-high-speed color negative film for motion pictures. [Film]",,YES
1981,Scientific and Technical (Scientific and Engineering Award),To NELSON TYLER for the progressive development and improvement of the Tyler Helicopter motion picture camera platform. [Photography],,YES
1981,Scientific and Technical (Scientific and Engineering Award),To LEONARD SOKOLOW for the concept and design and to HOWARD T. LAZARE for the development of the Consolidated Film Industries' Stroboscan motion picture film viewer. [Laboratory],,YES
1981,Scientific and Technical (Scientific and Engineering Award),"To RICHARD EDLUND and INDUSTRIAL LIGHT AND MAGIC, INCORPORATED for the concept and engineering of a beam-splitter optical composite motion picture printer. [Special Photographic]",,YES
1981,Scientific and Technical (Scientific and Engineering Award),"To RICHARD EDLUND and INDUSTRIAL LIGHT AND MAGIC, INCORPORATED for the engineering of the Empire Motion Picture Camera System. [Camera]",,YES
1981,Scientific and Technical (Scientific and Engineering Award),To EDWARD J. BLASKO and DR. RODERICK T. RYAN of the Eastman Kodak Company for the application of the Prostar Microfilm Processor for motion picture title and special optical effects production. [Laboratory],,YES
1981,Scientific and Technical (Technical Achievement Award),To HAL LANDAKER for the concept and to ALAN D. LANDAKER for the engineering of the Burbank Studios' Production Sound Department 24-frame color video system. [Special Photographic],,YES
1981,Scientific and Technical (Technical Achievement Award),"To BILL HOGAN of Ruxton, Ltd. and RICHARD J. STUMPF and DANIEL R. BREWER of Universal City Studios' Production Sound Department for the engineering of a 24-frame color video system. [Special Photographic]",,YES
1981,Scientific and Technical (Technical Achievement Award),To JOHN DEMUTH for the engineering of a 24-frame video system. [Special Photographic],,YES
1981,Scientific and Technical (Technical Achievement Award),"To ERNST F. NETTMANN of Continental Camera Systems, Inc. for the development of a pitching lens for motion picture photography. [Camera]",,YES
1981,Scientific and Technical (Technical Achievement Award),"To BILL TAYLOR of Universal City Studios for the concept and specifications for a Two Format, Rotating Head, Aerial Image Optical Printer. [Special Photographic]",,YES
1981,Scientific and Technical (Technical Achievement Award),To PETER D. PARKS of Oxford Scientific Films for the development of the OSF microcosmic zoom device for microscopic photography. [Camera],,YES
1981,Scientific and Technical (Technical Achievement Award),To DR. LOUIS STANKIEWICZ and H. L. BLACHFORD for the development of Baryfol sound barrier materials. [Stage Operations],,YES
1981,Scientific and Technical (Technical Achievement Award),"To DENNIS MUREN and STUART ZIFF of Industrial Light and Magic, Incorporated for the development of a Motion Picture Figure Mover for animation photography. [Stage Operations]",,YES
1981,Scientific and Technical (Gordon E. Sawyer Award),Joseph B. Walker,,YES
1980,Actor -- Leading Role,Robert De Niro,Raging Bull {'Jake LaMotta'},YES
1980,Actor -- Leading Role,Robert Duvall,The Great Santini {'Bull Meechum'},NO
1980,Actor -- Leading Role,John Hurt,The Elephant Man {'John Merrick'},NO
1980,Actor -- Leading Role,Jack Lemmon,Tribute {'Scottie Templeton'},NO
1980,Actor -- Leading Role,Peter O'Toole,The Stunt Man {'Eli Cross'},NO
1980,Actor -- Supporting Role,Judd Hirsch,Ordinary People {'Dr. Berger'},NO
1980,Actor -- Supporting Role,Timothy Hutton,Ordinary People {'Conrad Jarrett'},YES
1980,Actor -- Supporting Role,Michael O'Keefe,The Great Santini {'Ben Meechum'},NO
1980,Actor -- Supporting Role,Joe Pesci,Raging Bull {'Joey LaMotta'},NO
1980,Actor -- Supporting Role,Jason Robards,Melvin and Howard {'Howard Hughes'},NO
1980,Actress -- Leading Role,Ellen Burstyn,Resurrection {'Edna May'},NO
1980,Actress -- Leading Role,Goldie Hawn,Private Benjamin {'Judy Benjamin'},NO
1980,Actress -- Leading Role,Mary Tyler Moore,Ordinary People {'Beth Jarrett'},NO
1980,Actress -- Leading Role,Gena Rowlands,Gloria {'Gloria Swenson'},NO
1980,Actress -- Leading Role,Sissy Spacek,Coal Miner's Daughter {'Loretta Lynn'},YES
1980,Actress -- Supporting Role,Eileen Brennan,Private Benjamin {'Captain Doreen Lewis'},NO
1980,Actress -- Supporting Role,Eva Le Gallienne,Resurrection {'Grandma Pearl'},NO
1980,Actress -- Supporting Role,Cathy Moriarty,Raging Bull {'Vicki LaMotta'},NO
1980,Actress -- Supporting Role,Diana Scarwid,Inside Moves {'Louise'},NO
1980,Actress -- Supporting Role,Mary Steenburgen,Melvin and Howard {'Lynda Dummar'},YES
1980,Art Direction,Coal Miner's Daughter,Art Direction: John W. Corso; Set Decoration: John M. Dwyer,NO
1980,Art Direction,The Elephant Man,"Art Direction: Stuart Craig, Bob Cartwright; Set Decoration: Hugh Scaife",NO
1980,Art Direction,The Empire Strikes Back,"Art Direction: Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins; Set Decoration: Michael Ford",NO
1980,Art Direction,Kagemusha (The Shadow Warrior),Yoshiro Muraki,NO
1980,Art Direction,Tess,"Art Direction: Pierre Guffroy, Jack Stephens",YES
1980,Cinematography,The Blue Lagoon,Nestor Almendros,NO
1980,Cinematography,Coal Miner's Daughter,Ralf D. Bode,NO
1980,Cinematography,The Formula,James Crabe,NO
1980,Cinematography,Raging Bull,Michael Chapman,NO
1980,Cinematography,Tess,"Geoffrey Unsworth, Ghislain Cloquet",YES
1980,Costume Design,The Elephant Man,Patricia Norris,NO
1980,Costume Design,My Brilliant Career,Anna Senior,NO
1980,Costume Design,Somewhere in Time,Jean-Pierre Dorleac,NO
1980,Costume Design,Tess,Anthony Powell,YES
1980,Costume Design,When Time Ran Out,Paul Zastupnevich,NO
1980,Directing,The Elephant Man,David Lynch,NO
1980,Directing,Ordinary People,Robert Redford,YES
1980,Directing,Raging Bull,Martin Scorsese,NO
1980,Directing,The Stunt Man,Richard Rush,NO
1980,Directing,Tess,Roman Polanski,NO
1980,Documentary (Feature),Agee,"Ross Spears, Producer",NO
1980,Documentary (Feature),The Day after Trinity,"Jon Else, Producer",NO
1980,Documentary (Feature),From Mao to Mozart: Isaac Stern in China,"Murray Lerner, Producer",YES
1980,Documentary (Feature),Front Line,"David Bradbury, Producer",NO
1980,Documentary (Feature),The Yellow Star - The Persecution of the Jews in Europe 1933-45,"Bengt von zur Muehlen and Arthur Cohn, Producers",NO
1980,Documentary (Short Subject),Don't Mess with Bill,"John Watson and Pen Densham, Producers",NO
1980,Documentary (Short Subject),The Eruption of Mount St. Helens,"George Casey, Producer",NO
1980,Documentary (Short Subject),It's the Same World,"Dick Young, Producer",NO
1980,Documentary (Short Subject),Karl Hess: Toward Liberty,"Roland Hall and Peter W. Ladue, Producers",YES
1980,Documentary (Short Subject),Luther Metke at 94,"Richard Hawkins and Jorge Preloran, Producers",NO
1980,Film Editing,Coal Miner's Daughter,Arthur Schmidt,NO
1980,Film Editing,The Competition,David Blewitt,NO
1980,Film Editing,The Elephant Man,Anne V. Coates,NO
1980,Film Editing,Fame,Gerry Hambling,NO
1980,Film Editing,Raging Bull,Thelma Schoonmaker,YES
1980,Foreign Language Film,Confidence,Hungary,NO
1980,Foreign Language Film,Kagemusha (The Shadow Warrior),Japan,NO
1980,Foreign Language Film,The Last Metro,France,NO
1980,Foreign Language Film,Moscow Does Not Believe in Tears,Union of Soviet Socialist Republics,YES
1980,Foreign Language Film,The Nest,Spain,NO
1980,Music (Scoring),Altered States,John Corigliano,NO
1980,Music (Scoring),The Elephant Man,John Morris,NO
1980,Music (Scoring),The Empire Strikes Back,John Williams,NO
1980,Music (Scoring),Fame,Michael Gore,YES
1980,Music (Scoring),Tess,Philippe Sarde,NO
1980,Music (Song),Fame,Music by Michael Gore; Lyric by Dean Pitchford,YES
1980,Music (Song),Nine to Five,Music and Lyric by Dolly Parton,NO
1980,Music (Song),Honeysuckle Rose,Music and Lyric by Willie Nelson,NO
1980,Music (Song),Fame,Music by Michael Gore; Lyric by Lesley Gore,NO
1980,Music (Song),The Competition,Music by Lalo Schifrin; Lyric by Wilbur Jennings,NO
1980,Best Picture,Coal Miner's Daughter,"Bernard Schwartz, Producer",NO
1980,Best Picture,The Elephant Man,"Jonathan Sanger, Producer",NO
1980,Best Picture,Ordinary People,"Ronald L. Schwary, Producer",YES
1980,Best Picture,Raging Bull,"Irwin Winkler and Robert Chartoff, Producers",NO
1980,Best Picture,Tess,"Claude Berri, Producer; Timothy Burrill, Co-Producer",NO
1980,Short Film (Animated),All Nothing,"Frdric Back, Producer",NO
1980,Short Film (Animated),The Fly,"Ferenc Rofusz, Producer",YES
1980,Short Film (Animated),History of the World in Three Minutes Flat,"Michael Mills, Producer",NO
1980,Short Film (Live Action),The Dollar Bottom,"Lloyd Phillips, Producer",YES
1980,Short Film (Live Action),Fall Line,"Bob Carmichael and Greg Lowe, Producers",NO
1980,Short Film (Live Action),A Jury of Her Peers,"Sally Heckel, Producer",NO
1980,Sound,Altered States,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton",NO
1980,Sound,Coal Miner's Daughter,"Richard Portman, Roger Heman, Jim Alexander",NO
1980,Sound,The Empire Strikes Back,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",YES
1980,Sound,Fame,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",NO
1980,Sound,Raging Bull,"Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz",NO
1980,Visual Effects,The Empire Strikes Back,"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",YES
1980,Writing,Breaker Morant,"Jonathan Hardy, David Stevens, Bruce Beresford",NO
1980,Writing,Coal Miner's Daughter,Tom Rickman,NO
1980,Writing,The Elephant Man,"Christopher DeVore, Eric Bergren, David Lynch",NO
1980,Writing,Ordinary People,Alvin Sargent,YES
1980,Writing,The Stunt Man,Screenplay by Lawrence B. Marcus; Adaptation by Richard Rush,NO
1980,Writing,Brubaker,"Screenplay by W. D. Richter; Story by W. D. Richter, Arthur Ross",NO
1980,Writing,Fame,Christopher Gore,NO
1980,Writing,Melvin and Howard,Bo Goldman,YES
1980,Writing,Mon Oncle D'Amerique,Jean Gruault,NO
1980,Writing,Private Benjamin,"Nancy Meyers, Charles Shyer, Harvey Miller",NO
1980,Special Achievement Award,The Empire Strikes Back,"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",YES
1980,Honorary Award,"To Henry Fonda, the consummate actor, in recognition of his brilliant accomplishments and enduring contribution to the art of motion pictures.",,YES
1980,Scientific and Technical (Academy Award of Merit),"To LINWOOD G. DUNN, CECIL D. LOVE and ACME TOOL AND MANUFACTURING COMPANY for the concept, engineering and development of the Acme-Dunn Optical Printer for motion picture special effects. [Laboratory]",,YES
