Year,Category,Nominee,Additional Info,Won?
1980,Scientific and Technical (Scientific and Engineering Award),"To JEAN-MARIE LAVALOU, ALAIN MASSERON and DAVID SAMUELSON of Samuelson Alga Cinema S.A. and Samuelson Film Service, Limited, for the engineering and development of the Louma Camera Crane and remote control system for motion picture production. [Camera Cranes]",,YES
1980,Scientific and Technical (Scientific and Engineering Award),To EDWARD B. KRAUSE of Filmline Corporation for the engineering and manufacture of the micro-demand drive for continuous motion picture film processors. [Laboratory],,YES
1980,Scientific and Technical (Scientific and Engineering Award),To ROSS TAYLOR for the concept and development of a system of air guns for propelling objects used in special effects motion picture production. [Stage Operations],,YES
1980,Scientific and Technical (Scientific and Engineering Award),"To DR. BERNHARD KHL and DR. WERNER BLOCK of OSRAM GmbH, for the progressive engineering and manufacture of the OSRAM HMI light source for motion picture color photography. [Lighting]",,YES
1980,Scientific and Technical (Scientific and Engineering Award),To DAVID A. GRAFTON for the optical design and engineering of a telecentric anamorphic lens for motion picture optical effects printers. [Lenses and Filters],,YES
1980,Scientific and Technical (Technical Achievement Award),"To CARTER EQUIPMENT COMPANY for the development of a continuous contact, total immersion, additive color motion picture printer. [Laboratory]",,YES
1980,Scientific and Technical (Technical Achievement Award),"To HOLLYWOOD FILM COMPANY for the development of a continuous contact, total immersion, additive color motion picture printer. [Laboratory]",,YES
1980,Scientific and Technical (Technical Achievement Award),"To ANDR DEBRIE S.A. for the development of a continuous contact, total immersion, additive color motion picture printer. [Laboratory]",,YES
1980,Scientific and Technical (Technical Achievement Award),"To CHARLES VAUGHN and EUGENE NOTTINGHAM of Cinetron Computer Systems, Incorporated, for the development of a versatile general purpose computer system for animation and optical effects motion picture photography. [Systems]",,YES
1980,Scientific and Technical (Technical Achievement Award),"To JOHN W. LANG, WALTER HRASTNIK and CHARLES J. WATSON of Bell and Howell Company for the development and manufacture of a modular continuous contact motion picture film printer. [Laboratory]",,YES
1980,Scientific and Technical (Technical Achievement Award),"To WORTH BAIRD of LaVezzi Machine Works, Incorporated, for the advanced design and manufacture of a film sprocket for motion picture projectors. [Projection]",,YES
1980,Scientific and Technical (Technical Achievement Award),To PETER A. REGLA and DAN SLATER of Elicon for the development of a follow-focus system for motion picture optical effects printers and animation stands. [Photography],,YES
1980,Scientific and Technical (Bonner Medal),"To Fred Hynes, in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.",,YES
1979,Actor -- Leading Role,Dustin Hoffman,Kramer vs. Kramer {'Ted Kramer'},YES
1979,Actor -- Leading Role,Jack Lemmon,The China Syndrome {'Jack Godell'},NO
1979,Actor -- Leading Role,Al Pacino,...And Justice for All {'Arthur Kirkland'},NO
1979,Actor -- Leading Role,Roy Scheider,All That Jazz {'Joe Gideon'},NO
1979,Actor -- Leading Role,Peter Sellers,"Being There {'John Chance, the gardener (aka Chauncey Gardiner)'}",NO
1979,Actor -- Supporting Role,Melvyn Douglas,Being There {'Benjamin Rand'},YES
1979,Actor -- Supporting Role,Robert Duvall,Apocalypse Now {'Lieutenant Colonel Kilgore'},NO
1979,Actor -- Supporting Role,Frederic Forrest,The Rose {'Dyer'},NO
1979,Actor -- Supporting Role,Justin Henry,Kramer vs. Kramer {'Billy Kramer'},NO
1979,Actor -- Supporting Role,Mickey Rooney,The Black Stallion {'Henry Dailey'},NO
1979,Actress -- Leading Role,Jill Clayburgh,Starting Over {'Marilyn Homberg'},NO
1979,Actress -- Leading Role,Sally Field,Norma Rae {'Norma Rae'},YES
1979,Actress -- Leading Role,Jane Fonda,The China Syndrome {'Kimberly Wells'},NO
1979,Actress -- Leading Role,Marsha Mason,Chapter Two {'Jennie MacLaine'},NO
1979,Actress -- Leading Role,Bette Midler,The Rose {'Rose'},NO
1979,Actress -- Supporting Role,Jane Alexander,Kramer vs. Kramer {'Margaret Phelps'},NO
1979,Actress -- Supporting Role,Barbara Barrie,Breaking Away {'Mrs. Stohler'},NO
1979,Actress -- Supporting Role,Candice Bergen,Starting Over {'Jessica Potter'},NO
1979,Actress -- Supporting Role,Mariel Hemingway,Manhattan {'Tracy'},NO
1979,Actress -- Supporting Role,Meryl Streep,Kramer vs. Kramer {'Joanna Kramer'},YES
1979,Art Direction,Alien,"Art Direction: Michael Seymour, Les Dilley, Roger Christian; Set Decoration: Ian Whittaker",NO
1979,Art Direction,All That Jazz,"Art Direction: Philip Rosenberg, Tony Walton; Set Decoration: Edward Stewart, Gary Brink",YES
1979,Art Direction,Apocalypse Now,"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson",NO
1979,Art Direction,The China Syndrome,Art Direction: George Jenkins; Set Decoration: Arthur Jeph Parker,NO
1979,Art Direction,Star Trek - The Motion Picture,"Art Direction: Harold Michelson, Joe Jennings, Leon Harris, John Vallone; Set Decoration: Linda DeScenna",NO
1979,Cinematography,All That Jazz,Giuseppe Rotunno,NO
1979,Cinematography,Apocalypse Now,Vittorio Storaro,YES
1979,Cinematography,The Black Hole,Frank Phillips,NO
1979,Cinematography,Kramer vs. Kramer,Nestor Almendros,NO
1979,Cinematography,1941,William A. Fraker,NO
1979,Costume Design,Agatha,Shirley Russell,NO
1979,Costume Design,All That Jazz,Albert Wolsky,YES
1979,Costume Design,Butch and Sundance: The Early Days,William Ware Theiss,NO
1979,Costume Design,The Europeans,Judy Moorcroft,NO
1979,Costume Design,La Cage aux Folles,"Piero Tosi, Ambra Danon",NO
1979,Directing,All That Jazz,Bob Fosse,NO
1979,Directing,Apocalypse Now,Francis Coppola,NO
1979,Directing,Breaking Away,Peter Yates,NO
1979,Directing,Kramer vs. Kramer,Robert Benton,YES
1979,Directing,La Cage aux Folles,Edouard Molinaro,NO
1979,Documentary (Feature),Best Boy,"Ira Wohl, Producer",YES
1979,Documentary (Feature),Generation on the Wind,"David A. Vassar, Producer",NO
1979,Documentary (Feature),Going the Distance,"Paul Cowan and Jacques Bobet, Producers",NO
1979,Documentary (Feature),The Killing Ground,"Steve Singer and Tom Priestley, Producers",NO
1979,Documentary (Feature),The War at Home,"Glenn Silber and Barry Alexander Brown, Producers",NO
1979,Documentary (Short Subject),Dae,"Risto Teofilovski, Producer",NO
1979,Documentary (Short Subject),Koryo Celadon,"Donald A. Connolly and James R. Messenger, Producers",NO
1979,Documentary (Short Subject),Nails,"Phillip Borsos, Producer",NO
1979,Documentary (Short Subject),Paul Robeson: Tribute to an Artist,"Saul J. Turell, Producer",YES
1979,Documentary (Short Subject),Remember Me,"Dick Young, Producer",NO
1979,Film Editing,All That Jazz,Alan Heim,YES
1979,Film Editing,Apocalypse Now,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman",NO
1979,Film Editing,The Black Stallion,Robert Dalva,NO
1979,Film Editing,Kramer vs. Kramer,Jerry Greenberg,NO
1979,Film Editing,The Rose,"Robert L. Wolfe, C. Timothy O'Meara",NO
1979,Foreign Language Film,The Maids of Wilko,Poland,NO
1979,Foreign Language Film,Mama Turns a Hundred,Spain,NO
1979,Foreign Language Film,A Simple Story,France,NO
1979,Foreign Language Film,The Tin Drum,Federal Republic of Germany,YES
1979,Foreign Language Film,To Forget Venice,Italy,NO
1979,Music (Scoring),The Amityville Horror,Lalo Schifrin,NO
1979,Music (Scoring),The Champ,Dave Grusin,NO
1979,Music (Scoring),A Little Romance,Georges Delerue,YES
1979,Music (Scoring),Star Trek - The Motion Picture,Jerry Goldsmith,NO
1979,Music (Scoring),10,Henry Mancini,NO
1979,Music (Scoring),All That Jazz,Adaptation Score by Ralph Burns,YES
1979,Music (Scoring),Breaking Away,Adaptation Score by Patrick Williams,NO
1979,Music (Scoring),The Muppet Movie,Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams,NO
1979,Music (Song),The Promise,Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman,NO
1979,Music (Song),Norma Rae,Music by David Shire; Lyric by Norman Gimbel,YES
1979,Music (Song),10,Music by Henry Mancini; Lyric by Robert Wells,NO
1979,Music (Song),The Muppet Movie,Music and Lyric by Paul Williams and Kenny Ascher,NO
1979,Music (Song),Ice Castles,Music by Marvin Hamlisch; Lyric by Carole Bayer Sager,NO
1979,Best Picture,All That Jazz,"Robert Alan Aurthur, Producer",NO
1979,Best Picture,Apocalypse Now,"Francis Coppola, Producer; Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",NO
1979,Best Picture,Breaking Away,"Peter Yates, Producer",NO
1979,Best Picture,Kramer vs. Kramer,"Stanley R. Jaffe, Producer",YES
1979,Best Picture,Norma Rae,"Tamara Asseyev and Alex Rose, Producers",NO
1979,Short Film (Animated),Dream Doll,"Bob Godfrey and Zlatko Grgic, Producers",NO
1979,Short Film (Animated),Every Child,"Derek Lamb, Producer",YES
1979,Short Film (Animated),It's So Nice to Have a Wolf around the House,"Paul Fierlinger, Producer",NO
1979,Short Film (Live Action),Board and Care,"Sarah Pillsbury and Ron Ellis, Producers",YES
1979,Short Film (Live Action),Bravery in the Field,"Roman Kroitor and Stefan Wodoslawsky, Producers",NO
1979,Short Film (Live Action),"Oh Brother, My Brother","Carol Lowell and Ross Lowell, Producers",NO
1979,Short Film (Live Action),The Solar Film,"Saul Bass and Michael Britton, Producers",NO
1979,Short Film (Live Action),Solly's Diner,"Harry Mathias, Jay Zukerman and Larry Hankin, Producers",NO
1979,Sound,Apocalypse Now,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",YES
1979,Sound,The Electric Horseman,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Al Overton",NO
1979,Sound,Meteor,"William McCaughey, Aaron Rochin, Michael J. Kohut, Jack Solomon",NO
1979,Sound,1941,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",NO
1979,Sound,The Rose,"Theodore Soderberg, Douglas Williams, Paul Wells, Jim Webb",NO
1979,Sound Editing,The Black Stallion,Alan Splet,YES
1979,Visual Effects,Alien,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",YES
1979,Visual Effects,The Black Hole,"Peter Ellenshaw, Art Cruickshank, Eustace Lycett, Danny Lee, Harrison Ellenshaw, Joe Hale",NO
1979,Visual Effects,Moonraker,"Derek Meddings, Paul Wilson, John Evans",NO
1979,Visual Effects,1941,"William A. Fraker, A. D. Flowers, Gregory Jein",NO
1979,Visual Effects,Star Trek - The Motion Picture,"Douglas Trumbull, John Dykstra, Richard Yuricich, Robert Swarthe, Dave Stewart, Grant McCune",NO
1979,Writing,Apocalypse Now,"John Milius, Francis Coppola",NO
1979,Writing,Kramer vs. Kramer,Robert Benton,YES
1979,Writing,La Cage aux Folles,"Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret",NO
1979,Writing,A Little Romance,Allan Burns,NO
1979,Writing,Norma Rae,"Irving Ravetch, Harriet Frank, Jr.",NO
1979,Writing,All That Jazz,"Robert Alan Aurthur, Bob Fosse",NO
1979,Writing,...And Justice for All,"Valerie Curtin, Barry Levinson",NO
1979,Writing,Breaking Away,Steve Tesich,YES
1979,Writing,The China Syndrome,"Mike Gray, T.S. Cook, James Bridges",NO
1979,Writing,Manhattan,"Woody Allen, Marshall Brickman",NO
1979,Special Achievement Award,The Black Stallion,Alan Splet,YES
1979,Honorary Award,To Alec Guinness for advancing the art of screen acting through a host of memorable and distinguished performances.,,YES
1979,Honorary Award,To Hal Elias for his dedication and distinguished service to the Academy of Motion Picture Arts and Sciences.,,YES
1979,Jean Hersholt Humanitarian Award,Robert Benjamin,,YES
1979,Irving G. Thalberg Memorial Award,Ray Stark,,YES
1979,Scientific and Technical (Academy Award of Merit),"To MARK SERRURIER for the progressive development of the Moviola from the 1924 invention of his father, Iwan Serrurier, to the present Series 20 sophisticated film editing equipment. [Editorial]",,YES
1979,Scientific and Technical (Scientific and Engineering Award),"To NEIMAN-TILLAR ASSOCIATES for the creative development and to MINI-MICRO SYSTEMS, INCORPORATED, for the design and engineering of an Automated Computer-Controlled Editing Sound System (ACCESS) for motion picture post-production. [Sound]",,YES
1979,Scientific and Technical (Technical Achievement Award),"To MICHAEL V. CHEWEY, WALTER G. EGGERS and ALLEN HECHT of M-G-M Laboratories for the development of a Computer-controlled Paper Tape Programmer System and its applications in the motion picture laboratory. [Laboratory]",,YES
1979,Scientific and Technical (Technical Achievement Award),"To IRWIN YOUNG, PAUL KAUFMAN and FREDRIK SCHLYTER of Du Art Film Laboratories, Incorporated, for the development of a Computer-controlled Paper Tape Programmer System and its applications in the motion picture laboratory. [Laboratory]",,YES
1979,Scientific and Technical (Technical Achievement Award),To JAMES S. STANFIELD and PAUL W. TRESTER for the development and manufacture of a device for the repair or protection of sprocket holes in motion picture film. [Projection],,YES
1979,Scientific and Technical (Technical Achievement Award),"To ZORAN PERISIC of Courier Films, Limited, for the Zoptic Special Optical Effects Device for motion picture photography. [Special Photographic]",,YES
1979,Scientific and Technical (Technical Achievement Award),To A. D. FLOWERS and LOGAN R. FRAZEE for the development of a device to control flight patterns of miniature airplanes during motion picture photography. [Stage Operations],,YES
1979,Scientific and Technical (Technical Achievement Award),To PHOTO RESEARCH DIVISION OF KOLLMORGEN CORPORATION for the development of the Spectra Series II Cine Special Exposure Meter for motion picture photography. [Photography],,YES
1979,Scientific and Technical (Technical Achievement Award),To BRUCE LYON and JOHN LAMB for the development of a Video Animation System for testing motion picture animation sequences. [Cartoon Process],,YES
1979,Scientific and Technical (Technical Achievement Award),"To ROSS LOWELL of Lowel-Light Manufacturing, Incorporated, for the development of compact lighting equipment for motion picture photography. [Lighting]",,YES
1979,Scientific and Technical (Bonner Medal),To John O. Aalberg in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES
1979,Scientific and Technical (Bonner Medal),To Charles G. Clarke in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES
1979,Scientific and Technical (Bonner Medal),To John G. Frayne in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES
1978,Actor -- Leading Role,Warren Beatty,"Heaven Can Wait {'Joe Pendleton (alias, Leo Farnsworth, Tom Jarrett)'}",NO
1978,Actor -- Leading Role,Gary Busey,The Buddy Holly Story {'Buddy Holly'},NO
1978,Actor -- Leading Role,Robert De Niro,The Deer Hunter {'Michael'},NO
1978,Actor -- Leading Role,Laurence Olivier,The Boys from Brazil {'Ezra Lieberman'},NO
1978,Actor -- Leading Role,Jon Voight,Coming Home {'Luke Martin'},YES
1978,Actor -- Supporting Role,Bruce Dern,Coming Home {'Captain Bob Hyde'},NO
1978,Actor -- Supporting Role,Richard Farnsworth,Comes a Horseman {'Dodger'},NO
1978,Actor -- Supporting Role,John Hurt,Midnight Express {'Max'},NO
1978,Actor -- Supporting Role,Christopher Walken,The Deer Hunter {'Nick'},YES
1978,Actor -- Supporting Role,Jack Warden,Heaven Can Wait {'Max Corkle'},NO
1978,Actress -- Leading Role,Ingrid Bergman,Autumn Sonata {'Charlotte Andergast'},NO
1978,Actress -- Leading Role,Ellen Burstyn,"Same Time, Next Year {'Doris'}",NO
1978,Actress -- Leading Role,Jill Clayburgh,An Unmarried Woman {'Erica'},NO
1978,Actress -- Leading Role,Jane Fonda,Coming Home {'Sally Hyde'},YES
1978,Actress -- Leading Role,Geraldine Page,Interiors {'Eve'},NO
1978,Actress -- Supporting Role,Dyan Cannon,Heaven Can Wait {'Julia Farnsworth'},NO
1978,Actress -- Supporting Role,Penelope Milford,Coming Home {'Viola Munson'},NO
1978,Actress -- Supporting Role,Maggie Smith,California Suite {'Diana Barrie'},YES
1978,Actress -- Supporting Role,Maureen Stapleton,Interiors {'Pearl'},NO
1978,Actress -- Supporting Role,Meryl Streep,The Deer Hunter {'Linda'},NO
1978,Art Direction,The Brink's Job,"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson, Bruce Kay",NO
1978,Art Direction,California Suite,Art Direction: Albert Brenner; Set Decoration: Marvin March,NO
1978,Art Direction,Heaven Can Wait,"Art Direction: Paul Sylbert, Edwin O'Donovan; Set Decoration: George Gaines",YES
1978,Art Direction,Interiors,Art Direction: Mel Bourne; Set Decoration: Daniel Robert,NO
